"Index","Date","Person","InterviewType","Winner","Text","PersonType"
1273,2019-05-29,"Klay Thompson","Practice","N/A","KLAY THOMPSON: I agree.  He's my teammate of seven years, so I will forever have his back.  And fellow champion.  So he's a three-time champion for a reason just because, like I said before, his versatility on the defensive end is amazing","Player"
1274,2019-05-29,"Klay Thompson","Practice","N/A","KLAY THOMPSON: If it's a bad song, I'll skip it.  But if it's one of his hits, I'll play it.  I've been a Drake fan since I was in high school.  He's a great artist.  Do I like him as a Raptor fan?  No.  But I like him as a musician.  He's extremely talented.  But I will definitely skip the song if I don't like it, and if it's one of his soft R & B songs, I'm going to skip it because I'm in kill mode right now, you know?  I'm trying to get these four games.  So I'll skip Hotline Bling and anything along that line","Player"
1275,2019-05-29,"Klay Thompson","Practice","N/A","KLAY THOMPSON: Oh, man, that's a great question.  It's hard to formulate that answer right now because I think we're in the midst of a dynasty run that's still ongoing.  But hopefully when it's all said and done people will just remember us for our talent, for our ability to play as a team, and the consistency of year in and year out being able to reach the NBA Finals and perform at the highest level","Player"
1276,2019-05-29,"Klay Thompson","Practice","N/A","KLAY THOMPSON: Well, they're similar in the aspect that they have a MVP-caliber player in Kawhi Leonard.  And then they have everyone else who know their roles and they do them very well.  Kyle Lowry has been a staple obviously, and one of the greatest ever to put a uniform on for this franchise.  So you got to give Kyle a ton of credit for willing this team here, especially when he's heard all the criticism about his game and his performance in the playoffs.  But for him to come back and make it here is amazing, and just to kind of prove all them wrong.","Player"
1277,2019-05-29,"Pascal Siakam","Practice","N/A"," First of all, two-part question:  Draymond Green called himself the best defender ever recently, and you might have to go up against Draymond quite a bit in this series.  I'm wondering what your thoughts are on his defense.  And secondly your teammate Kawhi Leonard has just as many defensive accolades, what makes Kawhi an elite world-class defender?","Player"
1278,2019-05-29,"Pascal Siakam","Practice","N/A","PASCAL SIAKAM: I'm going to answer the Kawhi question first.  I think what makes him special is just his length.  He definitely understands the game and kind of like knows like kind of what's going to happen, and then his physical features are just amazing and his hands and being able to just deflect passes and get steals, and then he's just a crazy athlete and also just understanding the game.","Player"
1279,2019-05-29,"Pascal Siakam","Practice","N/A","PASCAL SIAKAM: Which one do I think is better?  I mean, I don't know, but I'm kind of glad to have Kawhi on my team and the things that he's able to do on defense and is definitely amazing","Player"
1280,2019-05-29,"Pascal Siakam","Practice","N/A","PASCAL SIAKAM: I think that it's definitely -- I mean, some of them I don't know if it was expected or not, but it's definitely things that caught a lot of us off guard.  For me especially just being that close to guys like Jakob and DeMar and you all those guys, and being here with them it was definitely something that was tough, a tough pill to swallow and just knowing that we kind of shared stories with these guys and we bond something special.","Player"
1281,2019-05-29,"Pascal Siakam","Practice","N/A","PASCAL SIAKAM: I think he's willing to win.  He's willing to win, he's willing to do anything he thinks is the best thing to make to give us, make us in position to win.  So that was always been something that he -- from the first day I got here that's his mentality and that's how he thinks, and he's going to do everything in his power and everything he thinks is right to make us win","Player"
1282,2019-05-29,"Pascal Siakam","Practice","N/A","PASCAL SIAKAM: I think just for me just being on the floor more, to be honest with you, just playing games.  I started playing basketball late, there's a lot of things that I continue to learn every single day.  I think being on the floor every single night and playing was definitely something that helped me.","Player"
1283,2019-05-29,"Pascal Siakam","Practice","N/A","PASCAL SIAKAM: Yeah, I definitely was -- I knew I was going to get some Kawhi, how-is-he-off-the-court question.  But I don't know what to tell you guys.  I think you guys are trying to see something and I don't know for me I just see him as Kawhi, like he comes in, gets his work done and then off the court he's just with us like everyone else.  Like literally it's normal, it doesn't even feel like, oh I don't know, like what is he doing, like is it -- you know what I mean?  It's just normal.  Like I don't know what to tell you.  I think he's just normal like","Player"
1284,2019-05-29,"Pascal Siakam","Practice","N/A","PASCAL SIAKAM: I mean, maybe from me not knowing him and watching TV and maybe you feel like there's something there like oh, maybe he's different or something, I don't know.  I didn't see it.  I just see him as any other player.  He does his work and he comes with us, hangs out and do all the things that we do","Player"
1285,2019-05-29,"Pascal Siakam","Practice","N/A","PASCAL SIAKAM: I think for me I mean it's just obviously you want to say so much that it's going to be a regular day, that it's going to be, yeah, it's just another day, but it's just not another day.  It's the Finals.  It's an exciting time of the year.  I think all the eyes, everyone is watching.  I mean, it's an important moment.","Player"
1286,2019-05-29,"Pascal Siakam","Practice","N/A","MODERATOR: Thank you.","Player"
1287,2019-05-29,"Norman Powell","Practice","N/A","NORMAN POWELL: I like having Drake on the sideline.  He's a great supporter.  It's kind of funny how much his love and passion for the game and for the team really affected the opponents.  Having the opposing coaches come out and talk about what he's doing and how he shouldn't be allowed to do all that, you can see that it's probably bothering them a little bit.  But he's staying within the rules, so I don't see a problem with it.  I love what he's doing","Player"
1288,2019-05-29,"Norman Powell","Practice","N/A","NORMAN POWELL: I don't think there's a fine line.  As long as you're not being disrespectful or demeaning to anybody, it doesn't really matter.  You say what you want; just don't disrespect or be mean about it.  He's not demeaning or disrespecting anybody in any way","Player"
1289,2019-05-29,"Norman Powell","Practice","N/A","NORMAN POWELL: Honestly, I don't know.  I think rest is really important, but also I feel like rhythm and flow to the game is as well.  Not saying that I would want less days; you want to wrap up a series as quickly as possible.  They had 10 days and we had five.  I think five days is enough time to rest and recuperate, get your mind and body right.  Especially for the guys who are playing heavy minutes all series and playoffs long, I think five days is good.  We'll still be able to have our game rhythm and flow","Player"
1290,2019-05-29,"Norman Powell","Practice","N/A","NORMAN POWELL: Just being tied in.  I think our best defense is when all five guys are able to guard everybody.  We're able to switch.  We're able to do a bunch of different coverages.  We know that they like to move it.  They have plays they like to move without the ball.  So just being really tight and locked in in our foundational defense, and being locked into the guys off the ball is the most important thing.  It's just going to be a full five-man job whoever is out there guarding all five of them","Player"
1291,2019-05-29,"Norman Powell","Practice","N/A","NORMAN POWELL: I get a lot of random requests for tickets.  I think our guy Kevin [DiPietro] does a great job of keeping that and not letting that be a distraction for us.  I have a lot of family coming out and he does a great job of reaching out to my mom and getting the ticket requests ahead of time so I don't have to worry about it during the games.  He does that for everybody on the team.  But the most random is probably messages on Instagram","Player"
1292,2019-05-29,"Norman Powell","Practice","N/A","NORMAN POWELL: Just coming out with a lot of energy and really tying into what the game plan is.  They like to get out in transition and they shoot a lot of threes.  I think for us we have to really focus on getting our defense set, limiting them to one shot and being able to take care of the ball and not give them easy looks in transition.  ot turning the ball over, taking care of it, trying to get a shot up on every possession to be able to give ourselves the best chance to get our defense back.","Player"
1293,2019-05-29,"Norman Powell","Practice","N/A","NORMAN POWELL: Exactly.  We played against them before.  They're not a team that we haven't seen or faced.  We know their guys.  We know them pretty well.  Serge played with Kevin Durant.  We played against Steph and them since we have been in the league.  We know what they do.  We know how they play.  We know who they are.","Player"
1294,2019-05-29,"Nick Nurse","Practice","N/A","NICK NURSE: I think for sure he's been probably a leader since we got here, and again he's a natural kind of leading type personality.  He plays the point guard position.  He plays a tough brand of basketball.  So that's leading by example, the way you play that way.  The possession you're talking about, you could go back and find a few of those.  I think Game 5 or Game 4, I can't remember which one, down in Orlando he got a rebound late in the game in a one-possession game that kind of sealed the win.  It might have been two rebounds again in the same possession in that thing.  And not unlike Kawhi getting a big offensive rebound in Game 6 here against Milwaukee.","Coach"
1295,2019-05-29,"Nick Nurse","Practice","N/A","NICK NURSE: It remains to be seen, obviously, but I think just looking back at the series we have played, I think there's been a lot of, I wouldn't say -- some of the adjustments we made were done really on the fly.  Some of that communication that you're talking about, that maybe wasn't the exact coverage we were in or coverage we wanted to be in, where somebody would communicate, like you just said, communicate a different deal, a switch or a non-switch or whatever it would be and just make the next play.  I think against this team, I think against most teams in the NBA, you have to play that way, especially this time of year.","Coach"
1296,2019-05-29,"Nick Nurse","Practice","N/A","NICK NURSE: I would say that both those guys are in the same discussion, right?  I always think that there's always a discussion of some guys and they're right there.  First of all, you've got some physical abilities, you've got some God-given abilities, you've some size, speed, athleticism, quickness.  And then you go to the next part of it, and I always keep saying this: You've got a tremendous desire and pride to stop people and make plays and want to infuse your team with enthusiasm to play defense.","Coach"
1297,2019-05-29,"Nick Nurse","Practice","N/A","NICK NURSE: Yeah, and a lot of those things.  I think Kawhi again takes a lot of pride in being a two-way player.  That's again where it starts.  You have to want to do it.  Then he has some ","Coach"
1298,2019-05-29,"Nick Nurse","Practice","N/A","NICK NURSE: First of all, I think my goal early in becoming a head coach so young was to find out if I could do it.  I just wanted to see if I could be a good head coach and then start learning from head coaching.  So all those stops -- I don't know how many years it was, 18, 20 years -- of being a head coach, and in some pretty remote places, was still I think a valuable learning experience for me from just running and managing the team and being up in front of a team and preparing scouting reports and trying to figure out chemistry and lineups and schemes.","Coach"
1299,2019-05-29,"Nick Nurse","Practice","N/A","NICK NURSE: I do have memories of that game.  I watched the whole game, I think it was yesterday or the day before, on tape.  So I know it pretty well.  It's pretty fresh in my mind","Coach"
1300,2019-05-29,"Nick Nurse","Practice","N/A","NICK NURSE: I'm just trying to watch like I do like any coach does, just trying to watch coverages and things like that.  Things that can I pick up that stuck out as far as the way they guarded him and who guarded him and all that kind of stuff.  Just trying to gather as much information as you can.","Coach"
1301,2019-05-29,"Nick Nurse","Practice","N/A","NICK NURSE: I think, first of all, I would say they're going to probably do something similar to what we're going to do.  There are a lot of bodies that can guard a lot of different people.  I think you are going to see a lot of different people.  Plus, these guys brought the switching defense to prominence years ago and now everybody is doing it.  So both teams are going to be switching a lot.  Matchups naturally end up in one possession with three different guys guarding a guy because there's screening going on.  So I think both teams probably go in with the mindset of okay, that's our ideal matchup and your chance to play primary defender if you don't want to switch some stuff and keep a certain guy on him that's having good luck.","Coach"
1302,2019-05-29,"Alfonzo McKinnie","Practice","N/A","ALFONZO McKINNIE: I just trust in the work that I've been putting in.  I've been putting in a lot of work this season behind the scenes.  So when I do get my number called, I'm just confident in going out there and doing the things that I have been working on.  I think it's like that for the rest of the guys.  We all have been putting in the work this year behind the scenes, and guys come off the bench ready.  Coach always says, he never knows what's going to happen, who he's going to put in the game and stuff like that, so just be ready.  I think everybody has been pretty solid this whole season","Player"
1303,2019-05-29,"Alfonzo McKinnie","Practice","N/A","ALFONZO McKINNIE: The 905 helped me out a lot.  I salute Jerry Stackhouse, one of my favorite coaches.  He pretty much helped me develop into that wing defender.  In previous seasons, I was playing the big guy.  But when I came to Toronto, they wanted me to be a 3-and-D.  So I had to transition from guarding bigger guys to guarding wings and guarding the smaller guys.  I think Stackhouse, he helped me develop that with my time with the 905","Player"
1304,2019-05-29,"Alfonzo McKinnie","Practice","N/A","ALFONZO McKINNIE: Oh, yeah, for sure.  Last time we played Memphis when he was with Memphis, he just told me how proud he was of me.  We played against Bruno [Caboclo].  He just told me and Bruno how proud of us he was and to keep working","Player"
1305,2019-05-29,"Alfonzo McKinnie","Practice","N/A","ALFONZO McKINNIE: KD is a great player.  When he is around, we can just throw him the ball and tell him to go get a bucket.  So when he's around, we're happy with that.  But when he's not around, I think that other guys have to step up, guys like myself and the other guys coming off the bench.  I think Andre stepped in and has been doing an amazing job filling that void, especially on the defensive end, having to guard all those type of guys.","Player"
1306,2019-05-29,"Alfonzo McKinnie","Practice","N/A","ALFONZO McKINNIE: Some people would call it a fairytale story.  Just the way everything panned out.  In Luxembourg, I was playing in the second division, not even the first.  I'm just excited knowing where I started and where I'm at now.","Player"
1307,2019-05-29,"Alfonzo McKinnie","Practice","N/A","ALFONZO McKINNIE: I look at him as an amazing super fan.  He's just doing what any fan does.  He just has the privilege to sit courtside.  I mean, you just play the game.","Player"
1308,2019-05-29,"Alfonzo McKinnie","Practice","N/A","ALFONZO McKINNIE: I mean, I've never seen a super fan give the coach a shoulder massage.  So, yeah, right now he definitely has taken the cake.","Player"
1309,2019-05-29,"Patrick McCaw","Practice","N/A","PATRICK McCAW: It's kind of crazy.  I think putting everything in perspective, you know.  Going against my former team, the very next year, it's definitely going to be a different experience, so I'm excited, I know my teammates are excited and just ready for what's ahead.  All it is is just basketball at the end of the day.  Just going out there and competing and trying to win a championship","Player"
1310,2019-05-29,"Patrick McCaw","Practice","N/A","PATRICK McCAW: It's been great.  I think it's been great for me so far as growing, as a young man.  I took on a huge challenge for myself because I felt it was right for me.  So a lot of kids at 21, 22 years old, doing what I did probably never would have took that chance, and I kind of just bet on myself and let the chips fall where they may.  And I'm here now, I'm blessed, I've done so much growing as a player and as a young man, so I can't look back on the decisions I made and just continue to move forward and continue to keep getting better","Player"
1311,2019-05-29,"Patrick McCaw","Practice","N/A","PATRICK McCAW: Like I said, I'm here now.  The decision I decided to make I made them for myself and from the outside looking in you can say it was right or wrong, but for me I'm here, I'm in a great position.  Toronto embraced me and my teammates, coaching staff, so it's been great.","Player"
1312,2019-05-29,"Patrick McCaw","Practice","N/A","PATRICK McCAW: No, I feel like it's about the same.  About the same.  Everything that kind of transpired this entire year was kind of crazy for me.  I seen a lot in the past four, five months that people don't really get a chance to see because they don't take that chance, take that risk.  So from going from Cleveland, getting waived and then coming to Toronto, it was just a lot going on for me","Player"
1313,2019-05-29,"Patrick McCaw","Practice","N/A","PATRICK McCAW: No, not at all.  I think that was the biggest thing for me is I was a 21-year-old kid going into the summer and just trying to figure out what I wanted and it was all like a personal, from a personal standpoint.  Like I said, it's tough when you're that young and you see things only your way and I kind of wasn't too aware of how everything worked, but I knew what I wanted for myself and I just stuck with that.","Player"
1314,2019-05-29,"Patrick McCaw","Practice","N/A","PATRICK McCAW: Oh, man, last year I had the severe back injury, it could have been career-ending, probably could have never walked again.  And it was tough, man, my whole second year was kind of up and down and then that injury just kind of really put everything in perspective.  I think people really don't know the severity of the injury and how my life could be totally different, I probably wouldn't be here talking to you right now and so it was just a lot.  And to go back to The Finals again and not be able to compete and be out there with my team but also, just to dress, but there was just a lot of emotions of going through something so drastic.  I had to kind of deal with it on my own, and I felt like that was a huge turning point for me, just knowing, like, seeing life from a whole different perspective.","Player"
1315,2019-05-29,"Kyle Lowry","Practice","N/A","KYLE LOWRY: The work that's put in.  Coming into the league people would say that he was undersized this or not good at that.  But he's worked at it.  They said he was out of shape and he got in shape.  He got his body right.  He improved his jump shooting, improved his conditioning.  He always had the toughness because coming from where he's from, you got to be tough.  But for him just the respect that how much work you actually got to put in to be a good NBA player, All Defensive-type player, defensive Player of the Year, a champion.  He's put the work in, and that's the thing about him is that he's put all that work in","Player"
1316,2019-05-29,"Kyle Lowry","Practice","N/A","KYLE LOWRY: No.  For me it's all about winning, and when you get to the point where you make it to the NBA Finals you won but you still got more to do.  So getting here doesn't do anything but getting here.  We still want to try to win this","Player"
1317,2019-05-29,"Kyle Lowry","Practice","N/A","KYLE LOWRY: No, been the same.  As long as we win games.  I cannot score at all, if we win I don't care.  As long as we win games","Player"
1318,2019-05-29,"Kyle Lowry","Practice","N/A","KYLE LOWRY: Just kind of get on the same page, understanding that what they wanted, what he wanted from me, what he expected from me.  Just kind of being on the same page.  It wasn't anything negative.  It was just, let's get on the same page so we can make this run.  Because he believed in what we could do as a team.  So that was the biggest thing, just getting on the same page","Player"
1319,2019-05-29,"Kyle Lowry","Practice","N/A","KYLE LOWRY: Unbelievable kid, man.  Great guy, always laughing, always joking, but seriously hard worker.  Always trying to make sure he gets better, making sure he can do whatever it takes to get better.  And I couldn't predict it, but I know how hard he would play, I knew how athletic he would be and he has the mindset to just go out there do whatever it takes to win.  So I'm happy for him","Player"
1320,2019-05-29,"Kyle Lowry","Practice","N/A","KYLE LOWRY: Not really","Player"
1321,2019-05-29,"Kyle Lowry","Practice","N/A","KYLE LOWRY: I think the one thing Jay's always kind of -- we never talked about basketball, we talked about life and being a legit person.  Always just making sure that you're always you're just upfront, you take everything on the chin, you be legit.  If you make a mistake, apologize, kind of just accept everything.  Accept everything as a man and bounce back from it.  If anything negative, just bounce back, take it and keep going.  I think those are the things that stick with me today.  I never shy from anything, I never shy from negative criticism, constructive criticism, I take it all, I understand it, learn from it, digest it and move on","Player"
1322,2019-05-29,"Kyle Lowry","Practice","N/A","KYLE LOWRY: (Laughing.","Player"
1323,2019-05-29,"Kyle Lowry","Practice","N/A","KYLE LOWRY: I think that he's one of the best defenders at his position.  I think Draymond's got a Defensive Player of the Year, so that's important.  I think Kawhi's definitely up there for sure.  I think Kawhi's definitely up there for sure","Player"
1324,2019-05-29,"Kyle Lowry","Practice","N/A","KYLE LOWRY: Just their anticipation.  I think that their anticipation that they have, the physicality that they bring, I think just the toughness that they bring on both ends, they both have long arms, big hands, understanding where they need to be on the floor and how to help teammates, and then on the ball, relentless pressure","Player"
1325,2019-05-29,"Kyle Lowry","Practice","N/A","KYLE LOWRY: Just through my life in general, coming from where I'm coming from, this is basketball, no pressure, just basketball","Player"
1326,2019-05-29,"Kyle Lowry","Practice","N/A","KYLE LOWRY: I've always just wanted to win.  Different approach, my approach was always to play hard and do everything as hard as I possibly can to whatever it takes to win games, and that was the most important thing that I've always done is just do whatever it takes to win games","Player"
1327,2019-05-29,"Kyle Lowry","Practice","N/A","KYLE LOWRY: We're together a lot.  As a team we're always together.  Me and him have developed a relationship off the floor.  He's a great guy.  He's just a regular guy just like everyone.  He's just a regular guy like everybody else.  He's not this, he's not that, he's just a regular cool dude","Player"
1328,2019-05-29,"Kyle Lowry","Practice","N/A","KYLE LOWRY: He's a fun guy.","Player"
1329,2019-05-29,"Kyle Lowry","Practice","N/A","MODERATOR: Thank you.","Player"
1330,2019-05-29,"Kevon Looney","Practice","N/A","KEVON LOONEY: It means a lot to me.  When a guy like Steve Kerr, a guy that's won championships as a player, a coach, has been a great GM and a great analyst, gives you that co-sign, it really gives you a lot of confidence.  It really shows me all the hard work I put in.  Coming from my rookie year not being able to play because of injury, my second year not playing a lot and then in my third year not playing a lot early and then earning a little bit of a role late in the season, it gave me a lot of confidence.  I feel like I worked hard for it to get to this point.","Player"
1331,2019-05-29,"Kevon Looney","Practice","N/A","KEVON LOONEY: It's very important.  Every guy wants to play and every guy has a routine and every guy wants to know when they're going to go in the game and what's going to happen.  Steve does a great job of letting guys know their role, letting guys know that if it's a game that fits them or a game that doesn't fit them.  It gives you a clearer understanding of what's going to happen in the game.  And when you know what's going to happen, you know what to expect, you can get yourself ready.  You just respect it more when guys are straight up and honest with you.  When guys sugarcoat or say, you might play, you might not, it's like, oh, man, I don't know what to expect.","Player"
1332,2019-05-29,"Kevon Looney","Practice","N/A","KEVON LOONEY: Definitely a lot different.  I'm from the Midwest, so being in a different city is a different feel.  It's fun to have something new.  It's a new challenge, a new team, a new city, a new country.  It's going to be a lot of fun.","Player"
1333,2019-05-29,"Kevon Looney","Practice","N/A","KEVON LOONEY: Definitely.  On our way here, walking to the bus, there were probably a couple hundred people outside booing us already.  I was excited to see that.  I know it's going to be crazy in the game.  I know Toronto loves their team.  They love their players.  They love basketball.  I'm excited for the city and excited to see what's going to happen.  I think it's going to be a fun game.  Game 1, the crowd is going to be crazy.","Player"
1334,2019-05-29,"Shaun Livingston","Practice","N/A","SHAUN LIVINGSTON: When I first broke into this league?  Yeah, it was a long way off.  A long ways off.  A long ways off, but over the years the ""We Believe"" teams, Baron Davis, Stephen Jackson, Monta Ellis, all those guys, Matt Barnes, you know, showing what the Bay was capable of.  I think the last time they won a championship was the '70s, maybe, so I wasn't around, you know, a lot of us weren't around.  So seeing what the fan base -- see them come alive and then obviously Steph gets there and Klay and the whole nine, it was all history.  So the potential was there","Player"
1335,2019-05-29,"Shaun Livingston","Practice","N/A","SHAUN LIVINGSTON: Correct","Player"
1336,2019-05-29,"Shaun Livingston","Practice","N/A","SHAUN LIVINGSTON: Sacrifice.  It's a word I've been using all day but just looking back throughout this journey, last five years you see guys down the line just sacrificing.  And this would not have come together if there was no sacrifice","Player"
1337,2019-05-29,"Shaun Livingston","Practice","N/A","SHAUN LIVINGSTON: Poise, I think we rely on our experience.  Experience is crucial in this type of environment, coming on the road and focus our focus, our concentration, attention to detail is huge, attention to detail.  Being on the road, playing in a hostile environment.  I played in this building.  It's one of the loudest buildings in the league by far, so attention to detail is crucial because there's so many distractions happening and the game's a roller coaster, but sticking to the game plan","Player"
1338,2019-05-29,"Shaun Livingston","Practice","N/A","SHAUN LIVINGSTON: That's really just been who I am.  Not a humble brag or a brag or whatever.  I mean, honestly I came in this league a pass-first point guard.  So I obviously like to see other guys getting involved, just playing as a team, that's how I grew up, that's how my high school teams were, so when I came in the league, that's who I was through and through, so my injuries, history, my situation taught me a lot, it humbled me a lot as well.  So just trying to make a mark in this league, I was trying to get to the next step and the next step.  I was coming off the playoffs in Brooklyn, and coming to Golden State with the opportunity to go back to the playoffs and duplicate success.  That was my angle, that was my way in","Player"
1339,2019-05-29,"Shaun Livingston","Practice","N/A","SHAUN LIVINGSTON: Yes, all those things that you mentioned.  Communication, paramount.  It's loud.  It's going to get loud in here.  So we got to be able to hear you.  Focus.  Poise.  They're going to go on a run; it's part of basketball, it happens.  Our body language, all those things are paramount to playing 48 minutes and coming out with the victory","Player"
1340,2019-05-29,"Shaun Livingston","Practice","N/A","SHAUN LIVINGSTON: No.  I wouldn't say that.  Maybe to fans or people that don't like him, or don't like his music, whatever, I don't know, but it's not annoying to me.  I think it's part of the game.  For him he's having fun with it, right?  And it sounds like he gets the fans into it and the crowd is good for the game.","Player"
1341,2019-05-29,"Shaun Livingston","Practice","N/A","SHAUN LIVINGSTON: It's just going to take our togetherness, again, relying on our past experiences being in these type of situations.  We got great players, great guys, that have been in this situation before, so relying on our leaders and also staying together and then our communication from top down, knowing what we're trying to accomplish and continuing to hit that home throughout these next two games.","Player"
1342,2019-05-29,"Jeremy Lin","Practice","N/A","JEREMY LIN: It's great.  Again, I just try to take it one day at a time because tomorrow isn't guaranteed, and I know that everyone's said that and everyone knows that theoretically, but when you get cut twice, when you get traded multiple times, you have season-ending injuries and all different, and everything in between, like tomorrow isn't guaranteed, it really isn't.  So I've seen that, experienced that, and so I really just try to take it one day at a time.  And every day that I step on the floor, I really try to be grateful for it, even if it's just working out, and like today I got a workout in before practice and just being able to do that and be healthy again, and then come out here.  They said there would be like some media, but this is not some media.  This is insane.","Player"
1343,2019-05-29,"Jeremy Lin","Practice","N/A","JEREMY LIN: The biggest thing with any great player, any superstar is not that you're going to stop them, it's that you're going to make it as hard as you can.  Maybe if you make them a little bit less efficient -- even if they score the same amount or whatever, and their percentage is the same, even if they had to work hard and expend more energy, because that will be, that will pay dividends on the defensive end or late in the game or whatever the case may be.  So to go in against Steph you're not expecting to stop a player like that, you're just trying to make it as difficult as you can, trying to be physical, take away his favorite -- his I guess they're all easy looks for him but his easiest looks, and you're just trying to work against anything that is his number one option, his number two option or what makes him the most comfortable, you just want to try to take that away.  That's really just consistent across the board for all great players.","Player"
1344,2019-05-29,"Jeremy Lin","Practice","N/A","JEREMY LIN: I mean I'm not -- I'm not the other people, so I can't really explain or whatever, but I don't want this to be about that because that was, that experience was exactly what it was supposed to be and I really believe everything happens for a reason and God has a perfect plan.  So I had to grind and scrap and claw, and that's exactly what it had to be and I'm grateful for that, and I'm also glad that I went undrafted, too, and had to go to Summer League.  I just felt like it put a different chip on my shoulder, and I think that was just part of, that's part of the story, that's part of the experience","Player"
1345,2019-05-29,"Jeremy Lin","Practice","N/A","JEREMY LIN: This is probably my most memorable story of Steph:  I don't know what our record was, but we weren't great that year that I was there and, after 81 games he had gone through ankle injury after ankle injury after ankle injury, and we were literally going into game 82, the last game and he rolled his ankle the game before, and everyone was like, ""Don't play, we're not playing for anything.  You're risking it.  You already injured your ankle a bunch of times.""  And so for me I was, you know, excited in terms of getting an opportunity to play, because they were you know they had called me up from back then the D-League and so I was getting excited to play.","Player"
1346,2019-05-29,"Kawhi Leonard","Practice","N/A","KAWHI LEONARD: Just anxiousness, wanting to get to the game and play.  When I was young my first Finals, 20, probably second year in the league, and not knowing really what to expect.  But after that, going into my second one, you pretty much know what to expect, and we were playing the same team.  It's just the same basketball game.  It's five-on-five.  It's still two hoops.  So you just go out there and play hard and live with the results","Player"
1347,2019-05-29,"Kawhi Leonard","Practice","N/A","KAWHI LEONARD: Yeah, now you get to see how it is every day for 41 games.  Before you would come, you know that their crowd does come out when you're playing here on the road.","Player"
1348,2019-05-29,"Kawhi Leonard","Practice","N/A","KAWHI LEONARD: I think he should feel that way about himself.  You have to come into these games confident and know what can you do on the floor.  I don't know how to just compare myself against him.  I don't really do that.  Just for myself and what I bring to the game, I guess we both can switch one through four, one through five on the floor.  Both bring energy to the game.  We want to play defense.  We want to stop the player in front of us.  And that's pretty much it.  He's leading them on that end of the floor as well","Player"
1349,2019-05-29,"Kawhi Leonard","Practice","N/A","KAWHI LEONARD: The thing that helps me is we might get a steal, help my team get an easy look in transition or being able to play defense, we limit them to one shot, probably get a rebound, come down on offense again with some pace, I guess that helps.  I mean, but it's two different sides of basketball.  It's not like just because I get a stop, I'm going to make a shot or do a good move","Player"
1350,2019-05-29,"Kawhi Leonard","Practice","N/A","KAWHI LEONARD: Not really.  I never really thought of it that way, but maybe.  There are good offensive players that are not good defensive players and there are the other way around -- good defense, not good offense.  So I think it just really comes to being smart and just being in those situations before and just knowing what's going to happen, going through years of playing and seeing defensive schemes or offensive schemes and watching film and seeing how they guarded other guys or me in the past","Player"
1351,2019-05-29,"Kawhi Leonard","Practice","N/A","KAWHI LEONARD: No, I'm not playing the game for that reason.  I'm playing to have fun and try to be the best player I can be.  I'm happy with myself and what I have done in my career and I'm just going to keep on from there.  It's not about me being famous or want to have more fame than those guys.  It's about me playing basketball and having fun on the floor","Player"
1352,2019-05-29,"Kawhi Leonard","Practice","N/A","KAWHI LEONARD: Yeah, going to the Eastern Finals on this team, and as each series goes, you get more media or asked more questions about what's going on.  But I think once this is over, it's still between the lines.  You're playing five-on-five.  We're still playing basketball.  We have a scheme.  Just focus on that and don't focus on the outside attention.  We know what we need to do here inside this locker room every day, so don't pay attention to people who are not in your locker room.","Player"
1353,2019-05-29,"Steve Kerr","Practice","N/A","STEVE KERR: No, Kevin is, I think we already announced he's not playing in Game 1.  His next step is individual court work, so that will be the next priority over the next couple of days.  Hopefully he can wrap that up, and then he's going to have to practice.  We have to see him in practice before he can play a game, and he hasn't practiced yet","Coach"
1354,2019-05-29,"Steve Kerr","Practice","N/A","STEVE KERR: DeMarcus has done an amazing job coming back from the injury, which we felt at the time was season-ending.  He's done an incredible job of rebounding, rehabbing.  Now here he is, he's scrimmaged a couple times this week.  He's pain-free.  So it's really more a matter of rhythm and timing and conditioning, all those things.","Coach"
1355,2019-05-29,"Steve Kerr","Practice","N/A","STEVE KERR: It hasn't been decided yet","Coach"
1356,2019-05-29,"Steve Kerr","Practice","N/A","STEVE KERR: Yeah, it's very different.  And it's exciting.  Toronto has always been a favorite stop, a favorite city of mine and I think a lot of people in the NBA.  It's a great crowd.  I think going way back before I was even coach of the Warriors, when I was doing TV the two arenas that I felt were just the most electric were Oracle and here.  And you could tell that there was just kind of this organic love and energy and passion for basketball in both places, because neither team was that good, and yet the arenas were filled and there was so much excitement.  And I think that the sense now that we have as a team is we can understand, we can feel how important this is to the whole country.","Coach"
1357,2019-05-29,"Steve Kerr","Practice","N/A","STEVE KERR: Well that was, I believe, 2017.  He was having a great game.  The Spurs were kicking our butts.  They were up 23 points.  They were having their way with us.  But in terms of how Kawhi has grown, I don't know, he was Finals MVP in 2014.  So five years later he's probably a little bit older and wiser.  He's definitely older.  I think he's wiser.  I think he's seen more.  As you get older in your career, especially as a great player like he is, you see more and more coverages.  You see how different people play you.  So he's probably a little more rounded as a player, more aware of how teams are trying to play him.","Coach"
1358,2019-05-29,"Steve Kerr","Practice","N/A","STEVE KERR: He's been great on and off the floor.  His leadership has been great.  He lost some weight and got himself in much better condition over the last couple months.  You can just see it.  Watching the two Toronto games on tape that we played, I think one of them he missed, if I'm not mistaken.  Maybe he played both. [Green missed the first game against the Raptors.]","Coach"
